word	POS	label	negative	neutral	positive
G-ma	other	neutral	0.002	0.998	0
G-mau	other	neutral	0.002	0.998	0
G-meh	other	negative	0.999	0.001	0
G-mi	other	neutral	0.002	0.998	0
G-mo	other	neutral	0	0.998	0.002
G-na	other	neutral	0.002	0.998	0
G-naman	other	neutral	0.002	0.998	0
G-ne	other	negative	0.999	0.001	0
G-ng	other	negative	0.999	0.001	0
G-ni	other	neutral	0	0.998	0.002
G-nk	other	neutral	0	0.998	0.002
G-nu	other	neutral	0.002	0.998	0
G-nw	other	neutral	0.002	0.998	0
G-o	other	neutral	0.002	0.998	0
G-o-o	other	negative	0.999	0.001	0
G-p	other	neutral	0.002	0.998	0
G-pa	other	neutral	0.002	0.998	0
G-para	other	neutral	0	0.998	0.002
G-por	other	neutral	0	0.998	0.002
G-pow	other	neutral	0	0.998	0.002
G-q	other	neutral	0.002	0.998	0
G-que	other	neutral	0.002	0.998	0
G-r	other	neutral	0	0.998	0.002
G-rb	other	positive	0	0.001	0.999
G-s	other	neutral	0.001	0.998	0.001
G-sa	other	neutral	0	0.998	0.002
G-se	other	neutral	0.002	0.998	0
G-si	other	neutral	0	0.998	0.002
G-sm	other	neutral	0	0.998	0.002
G-smh	other	negative	0.999	0.001	0
G-t	other	neutral	0.002	0.998	0
G-t-t	other	neutral	0	0.998	0.002
G-te	other	neutral	0	0.998	0.002
G-th	other	neutral	0.002	0.998	0
G-thankyou	other	positive	0	0.001	0.999
G-tu	other	neutral	0	0.998	0.002
G-un	other	neutral	0	0.998	0.002
G-v	other	neutral	0	0.998	0.002
G-viva	other	neutral	0	0.998	0.002
G-vou	other	neutral	0	0.998	0.002
G-w	other	neutral	0.002	0.998	0
G-wel	other	neutral	0	0.998	0.002
G-x	other	neutral	0	0.998	0.002
G-yg	other	neutral	0.002	0.998	0
G-zzz	other	neutral	0.002	0.998	0
G-|	other	neutral	0	0.998	0.002
G-~	other	neutral	0	0.998	0.002
G-�â���â��	other	neutral	0	0.998	0.002
G-�â���Ã�´�Â�´	other	positive	0	0.001	0.999
G-�Ã��Ã�¸�Î�©	other	neutral	0	0.998	0.002
G-�Ã��Ã�¸�Î�©�Ã��Ã�¸�Î�©	other	neutral	0	0.998	0.002
L-#haveyouever	nominal.verb	neutral	0.002	0.998	0
L-das	nominal.verb	neutral	0	0.998	0.002
L-dats	nominal.verb	neutral	0.002	0.998	0
L-everyone's	nominal.verb	neutral	0.002	0.998	0
L-everyones	nominal.verb	negative	0.999	0.001	0
L-everything's	nominal.verb	neutral	0.002	0.998	0
L-everythings	nominal.verb	neutral	0.002	0.998	0
L-gimme	nominal.verb	neutral	0	0.998	0.002
L-he'd	nominal.verb	neutral	0.002	0.998	0
L-he'll	nominal.verb	neutral	0.002	0.998	0
L-he's	nominal.verb	neutral	0	0.998	0.002
L-here's	nominal.verb	positive	0	0.001	0.999
L-heres	nominal.verb	neutral	0	0.998	0.002
L-hes	nominal.verb	neutral	0	0.998	0.002
L-how's	nominal.verb	positive	0	0.001	0.999
L-hows	nominal.verb	neutral	0	0.998	0.002
L-i'd	nominal.verb	neutral	0	0.998	0.002
L-i'll	nominal.verb	positive	0	0.001	0.999
L-i'm	nominal.verb	neutral	0	0.998	0.002
L-i'ma	nominal.verb	neutral	0.002	0.998	0
L-i've	nominal.verb	neutral	0.002	0.998	0
L-i`m	nominal.verb	neutral	0.002	0.998	0
L-iam	nominal.verb	neutral	0.002	0.998	0
L-id	nominal.verb	neutral	0	0.998	0.002
L-idk	nominal.verb	negative	0.999	0.001	0
L-im	nominal.verb	neutral	0.002	0.998	0
L-ima	nominal.verb	neutral	0.002	0.998	0
L-imma	nominal.verb	neutral	0	0.998	0.002
L-it'd	nominal.verb	neutral	0	0.998	0.002
L-it'll	nominal.verb	neutral	0	0.998	0.002
L-it's	nominal.verb	neutral	0	0.998	0.002
L-it`s	nominal.verb	neutral	0	0.998	0.002
L-itll	nominal.verb	neutral	0	0.998	0.002
L-its	nominal.verb	neutral	0.002	0.998	0
L-itz	nominal.verb	neutral	0.002	0.998	0
L-it�Â�¬�Â�¥s	nominal.verb	neutral	0.002	0.998	0
L-it�Ã��Ã�¸�Î�©s	nominal.verb	neutral	0.002	0.998	0
L-iv	nominal.verb	neutral	0.002	0.998	0
L-ive	nominal.verb	neutral	0.002	0.998	0
L-i�Â�¬�Â�¥m	nominal.verb	neutral	0.002	0.998	0
L-i�â���Ã��Ã�´m	nominal.verb	neutral	0.002	0.998	0
L-i�Ã��Ã�¸�Î�©m	nominal.verb	neutral	0.002	0.998	0
L-lemme	nominal.verb	positive	0	0.001	0.999
L-let's	nominal.verb	positive	0	0.001	0.999
L-lets	nominal.verb	positive	0	0.001	0.999
L-life's	nominal.verb	positive	0	0.001	0.999
L-lifes	nominal.verb	neutral	0	0.998	0.002
L-mine's	nominal.verb	neutral	0.002	0.998	0
L-nobody's	nominal.verb	negative	0.999	0.001	0
L-nothings	nominal.verb	neutral	0.002	0.998	0
L-she'll	nominal.verb	neutral	0.002	0.998	0
L-she's	nominal.verb	neutral	0	0.998	0.002
L-shes	nominal.verb	neutral	0.002	0.998	0
L-someone's	nominal.verb	neutral	0.002	0.998	0
L-someones	nominal.verb	neutral	0.002	0.998	0
L-something's	nominal.verb	negative	0.999	0.001	0
L-that'd	nominal.verb	neutral	0	0.998	0.002
L-that'll	nominal.verb	neutral	0	0.998	0.002
L-that's	nominal.verb	neutral	0	0.998	0.002
L-thats	nominal.verb	neutral	0	0.998	0.002
L-there's	nominal.verb	neutral	0	0.998	0.002
L-theres	nominal.verb	neutral	0.002	0.998	0
L-they'd	nominal.verb	neutral	0.002	0.998	0
L-they'll	nominal.verb	neutral	0	0.998	0.002
L-they're	nominal.verb	neutral	0	0.998	0.002
L-they've	nominal.verb	negative	0.999	0.001	0
L-theyre	nominal.verb	neutral	0.002	0.998	0
L-thts	nominal.verb	neutral	0	0.998	0.002
L-tis	nominal.verb	neutral	0	0.998	0.002
L-twas	nominal.verb	positive	0	0.002	0.998
L-u'd	nominal.verb	neutral	0	0.998	0.002
L-u'll	nominal.verb	positive	0	0.001	0.999
L-u're	nominal.verb	neutral	0	0.998	0.002
L-u've	nominal.verb	positive	0	0.001	0.999
L-ull	nominal.verb	neutral	0	0.998	0.002
L-ur	nominal.verb	neutral	0	0.998	0.002
L-ure	nominal.verb	neutral	0	0.998	0.002
L-wats	nominal.verb	neutral	0.002	0.998	0
L-we'd	nominal.verb	neutral	0	0.998	0.002
L-we'll	nominal.verb	positive	0	0.001	0.999
L-we're	nominal.verb	positive	0	0.001	0.999
L-we've	nominal.verb	neutral	0	0.998	0.002
L-weather's	nominal.verb	negative	0.999	0.001	0
L-what's	nominal.verb	neutral	0.002	0.998	0
L-whatcha	nominal.verb	neutral	0	0.998	0.002
L-whats	nominal.verb	neutral	0	0.998	0.002
L-when's	nominal.verb	neutral	0	0.998	0.002
L-where's	nominal.verb	negative	0.999	0.001	0
L-wheres	nominal.verb	negative	0.999	0.001	0
L-who's	nominal.verb	neutral	0	0.998	0.002
L-whos	nominal.verb	positive	0	0.001	0.999
L-whose	nominal.verb	neutral	0.001	0.998	0.001
L-yer	nominal.verb	positive	0	0.001	0.999
L-you'd	nominal.verb	neutral	0	0.998	0.002
L-you'll	nominal.verb	positive	0	0.001	0.999
L-you're	nominal.verb	positive	0	0.001	0.999
L-you've	nominal.verb	positive	0	0.001	0.999
L-youll	nominal.verb	neutral	0	0.998	0.002
L-your	nominal.verb	positive	0	0.001	0.999
L-youre	nominal.verb	neutral	0	0.998	0.002
L-youve	nominal.verb	neutral	0	0.998	0.002
N-#ff	common.nouns	positive	0	0.001	0.999
N-#followfriday	common.nouns	positive	0	0.001	0.999
N-#iphone	common.nouns	neutral	0.002	0.998	0
N-#spymaster	common.nouns	neutral	0.002	0.998	0
N-#tag	common.nouns	negative	0.999	0.001	0
N-$	common.nouns	neutral	0.002	0.998	0
N-$$	common.nouns	neutral	0.002	0.998	0
N-$$$	common.nouns	neutral	0.002	0.998	0
N-2day	common.nouns	neutral	0.002	0.998	0
N-2moro	common.nouns	neutral	0.002	0.998	0
N-2morrow	common.nouns	neutral	0.002	0.998	0
N-2moz	common.nouns	neutral	0.008	0.992	0
N-2mrw	common.nouns	neutral	0.002	0.998	0
N-2nite	common.nouns	neutral	0.002	0.998	0
N-3.0	common.nouns	negative	0.91	0.09	0
N-3d	common.nouns	neutral	0	0.998	0.002
N-3g	common.nouns	neutral	0.002	0.998	0
N-3gs	common.nouns	neutral	0.002	0.998	0
N-5k	common.nouns	neutral	0	0.998	0.002
N-a	common.nouns	neutral	0	0.998	0.002
N-a.m.	common.nouns	neutral	0.002	0.998	0
N-a/c	common.nouns	neutral	0.002	0.998	0
N-abs	common.nouns	neutral	0	0.998	0.002
N-ac	common.nouns	neutral	0.002	0.998	0
N-acc	common.nouns	neutral	0.002	0.998	0
N-account	common.nouns	neutral	0.001	0.998	0.001
N-accounts	common.nouns	neutral	0.002	0.998	0
N-acct	common.nouns	neutral	0.002	0.998	0
N-actions	common.nouns	neutral	0.002	0.998	0
N-activation	common.nouns	neutral	0.002	0.998	0
N-activities	common.nouns	neutral	0.002	0.998	0
N-actors	common.nouns	neutral	0.002	0.998	0
N-actress	common.nouns	neutral	0	0.998	0.002
N-ad	common.nouns	neutral	0	0.998	0.002
N-adapter	common.nouns	neutral	0.007	0.993	0
N-admin	common.nouns	neutral	0.002	0.998	0
N-ads	common.nouns	neutral	0.002	0.998	0
N-adults	common.nouns	neutral	0	0.998	0.002
N-advert	common.nouns	neutral	0	0.998	0.002
N-advertising	common.nouns	neutral	0.002	0.998	0
N-advil	common.nouns	neutral	0.002	0.998	0
N-agenda	common.nouns	neutral	0	0.998	0.002
N-ages	common.nouns	neutral	0.002	0.998	0
N-aids	common.nouns	neutral	0.002	0.998	0
N-airport	common.nouns	neutral	0.002	0.998	0
N-al	common.nouns	neutral	0	0.998	0.002
N-albums	common.nouns	neutral	0	0.998	0.002
N-ale	common.nouns	neutral	0	0.998	0.002
N-alert	common.nouns	neutral	0	0.998	0.002
N-aliens	common.nouns	neutral	0	0.998	0.002
N-alot	common.nouns	neutral	0	0.998	0.002
N-alpha	common.nouns	neutral	0.002	0.998	0
N-am	common.nouns	neutral	0.002	0.998	0
N-american	common.nouns	neutral	0	0.998	0.002
N-americans	common.nouns	neutral	0.002	0.998	0
N-amounts	common.nouns	neutral	0.002	0.998	0
N-amp	common.nouns	neutral	0.002	0.998	0
N-angels	common.nouns	neutral	0	0.998	0.002
N-animals	common.nouns	neutral	0.002	0.998	0
N-anime	common.nouns	neutral	0	0.998	0.002
N-anniversary	common.nouns	neutral	0	0.998	0.002
N-announcement	common.nouns	neutral	0.002	0.998	0
N-answers	common.nouns	neutral	0.002	0.998	0
N-ants	common.nouns	negative	0.999	0.001	0
N-anybody	common.nouns	neutral	0	0.998	0.002
N-anyone	common.nouns	neutral	0	0.998	0.002
N-anything	common.nouns	neutral	0.002	0.998	0
N-apart	common.nouns	neutral	0.002	0.998	0
N-api	common.nouns	neutral	0.002	0.998	0
N-apologies	common.nouns	neutral	0.002	0.998	0
N-app	common.nouns	neutral	0	0.998	0.002
N-apples	common.nouns	neutral	0	0.998	0.002
N-applications	common.nouns	neutral	0.002	0.998	0
N-apprentice	common.nouns	neutral	0.002	0.998	0
N-apps	common.nouns	neutral	0	0.998	0.002
N-appt	common.nouns	neutral	0.002	0.998	0
N-areas	common.nouns	neutral	0.002	0.998	0
N-arrival	common.nouns	neutral	0	0.998	0.002
N-arse	common.nouns	neutral	0.002	0.998	0
N-arts	common.nouns	neutral	0	0.998	0.002
N-artwork	common.nouns	neutral	0	0.998	0.002
N-arvo	common.nouns	neutral	0.002	0.998	0
N-asap	common.nouns	neutral	0.002	0.998	0
N-aside	common.nouns	neutral	0	0.998	0.002
N-asses	common.nouns	neutral	0.002	0.998	0
N-assholes	common.nouns	neutral	0.002	0.998	0
N-assignments	common.nouns	negative	0.999	0.001	0
N-asthma	common.nouns	negative	0.999	0.001	0
N-aswell	common.nouns	neutral	0.002	0.998	0
N-atm	common.nouns	neutral	0.002	0.998	0
N-attempt	common.nouns	neutral	0.001	0.998	0.001
N-attempts	common.nouns	neutral	0.002	0.998	0
N-auction	common.nouns	neutral	0	0.998	0.002
N-audience	common.nouns	neutral	0	0.998	0.002
N-audio	common.nouns	neutral	0.002	0.998	0
N-auditions	common.nouns	neutral	0.002	0.998	0
N-auntie	common.nouns	neutral	0	0.998	0.002
N-aunts	common.nouns	neutral	0.002	0.998	0
N-aunty	common.nouns	neutral	0.001	0.998	0.001
N-ave	common.nouns	neutral	0	0.998	0.002
N-b	common.nouns	neutral	0	0.998	0.002
N-b'day	common.nouns	neutral	0	0.998	0.002
N-b-day	common.nouns	neutral	0	0.998	0.002
N-babe	common.nouns	neutral	0	0.998	0.002
N-babes	common.nouns	neutral	0	0.998	0.002
N-babies	common.nouns	neutral	0	0.998	0.002
N-baby	common.nouns	neutral	0	0.998	0.002
N-baby's	common.nouns	neutral	0.002	0.998	0
N-bachelorette	common.nouns	neutral	0	0.998	0.002
N-back	common.nouns	neutral	0.002	0.998	0
N-backpack	common.nouns	neutral	0	0.998	0.002
N-backup	common.nouns	neutral	0.002	0.998	0
N-backyard	common.nouns	neutral	0	0.998	0.002
N-bacon	common.nouns	neutral	0	0.998	0.002
N-badge	common.nouns	neutral	0.002	0.998	0
N-badminton	common.nouns	neutral	0	0.998	0.002
N-bagel	common.nouns	neutral	0.002	0.998	0
N-bagels	common.nouns	neutral	0.002	0.998	0
N-bags	common.nouns	neutral	0.002	0.998	0
N-bak	common.nouns	neutral	0.002	0.998	0
N-balloons	common.nouns	neutral	0.002	0.998	0
N-balls	common.nouns	neutral	0.002	0.998	0
N-bananas	common.nouns	neutral	0.002	0.998	0
N-bands	common.nouns	neutral	0	0.998	0.002
N-bandwidth	common.nouns	neutral	0.002	0.998	0
N-bangs	common.nouns	neutral	0.002	0.998	0
N-bank	common.nouns	neutral	0.002	0.998	0
N-banks	common.nouns	neutral	0.002	0.998	0
N-bar	common.nouns	neutral	0	0.998	0.002
N-barbeque	common.nouns	neutral	0	0.998	0.002
N-barbie	common.nouns	neutral	0	0.998	0.002
N-bars	common.nouns	neutral	0	0.998	0.002
N-base	common.nouns	neutral	0	0.998	0.002
N-bathing	common.nouns	neutral	0	0.998	0.002
N-batteries	common.nouns	neutral	0.002	0.998	0
N-bb	common.nouns	neutral	0.002	0.998	0
N-bball	common.nouns	neutral	0.002	0.998	0
N-bbc	common.nouns	neutral	0.002	0.998	0
N-bbq	common.nouns	neutral	0	0.998	0.002
N-bby	common.nouns	neutral	0	0.998	0.002
N-bday	common.nouns	neutral	0	0.998	0.002
N-beach	common.nouns	neutral	0	0.998	0.002
N-beaches	common.nouns	neutral	0.002	0.998	0
N-bean	common.nouns	neutral	0.002	0.998	0
N-beans	common.nouns	neutral	0	0.998	0.002
N-bear	common.nouns	neutral	0	0.998	0.002
N-bears	common.nouns	neutral	0.002	0.998	0
N-beatles	common.nouns	neutral	0	0.998	0.002
N-beds	common.nouns	neutral	0.002	0.998	0
N-bee	common.nouns	neutral	0	0.998	0.002
N-beers	common.nouns	neutral	0	0.998	0.002
N-bees	common.nouns	neutral	0.002	0.998	0
N-behalf	common.nouns	neutral	0	0.998	0.002
N-bells	common.nouns	neutral	0	0.998	0.002
N-berry	common.nouns	neutral	0.002	0.998	0
N-bestfriend	common.nouns	neutral	0.002	0.998	0
N-bestie	common.nouns	neutral	0	0.998	0.002
N-besties	common.nouns	neutral	0	0.998	0.002
N-beta	common.nouns	neutral	0	0.998	0.002
N-bf	common.nouns	neutral	0.002	0.998	0
N-bff	common.nouns	neutral	0.002	0.998	0
N-bffs	common.nouns	neutral	0	0.998	0.002
N-bg	common.nouns	neutral	0	0.998	0.002
N-bgt	common.nouns	neutral	0.002	0.998	0
N-bible	common.nouns	neutral	0	0.998	0.002
N-bikes	common.nouns	neutral	0	0.998	0.002
N-biking	common.nouns	neutral	0	0.998	0.002
N-bikini	common.nouns	neutral	0	0.998	0.002
N-bills	common.nouns	neutral	0.002	0.998	0
N-bingo	common.nouns	neutral	0	0.998	0.002
N-bio	common.nouns	neutral	0	0.998	0.002
N-birds	common.nouns	neutral	0	0.998	0.002
N-birthdays	common.nouns	neutral	0	0.998	0.002
N-biscuit	common.nouns	neutral	0.002	0.998	0
N-biscuits	common.nouns	neutral	0	0.998	0.002
N-bites	common.nouns	neutral	0.002	0.998	0
N-bits	common.nouns	neutral	0	0.998	0.002
N-biz	common.nouns	neutral	0	0.998	0.002
N-blackout	common.nouns	neutral	0.002	0.998	0
N-blanket	common.nouns	neutral	0.002	0.998	0
N-blankets	common.nouns	neutral	0.002	0.998	0
N-blip	common.nouns	neutral	0	0.998	0.002
N-blisters	common.nouns	negative	0.999	0.001	0
N-block	common.nouns	neutral	0.002	0.998	0
N-blog	common.nouns	neutral	0	0.998	0.002
N-blogger	common.nouns	neutral	0.002	0.998	0
N-bloggers	common.nouns	neutral	0	0.998	0.002
N-blogs	common.nouns	neutral	0	0.998	0.002
N-blogtv	common.nouns	neutral	0	0.998	0.002
N-bloke	common.nouns	neutral	0.002	0.998	0
N-blood	common.nouns	neutral	0.002	0.998	0
N-blows	common.nouns	negative	0.999	0.001	0
N-blue	common.nouns	neutral	0.002	0.998	0
N-blueberry	common.nouns	neutral	0	0.998	0.002
N-bluetooth	common.nouns	neutral	0.002	0.998	0
N-board	common.nouns	neutral	0.002	0.998	0
N-boi	common.nouns	neutral	0	0.998	0.002
N-bollocks	common.nouns	neutral	0.002	0.998	0
N-boobs	common.nouns	neutral	0.002	0.998	0
N-borders	common.nouns	neutral	0.002	0.998	0
N-bot	common.nouns	neutral	0	0.998	0.002
N-both	common.nouns	neutral	0	0.998	0.002
N-bots	common.nouns	neutral	0.002	0.998	0
N-bottles	common.nouns	neutral	0.002	0.998	0
N-bow	common.nouns	neutral	0	0.998	0.002
N-bowling	common.nouns	neutral	0	0.998	0.002
N-boxes	common.nouns	neutral	0.002	0.998	0
N-boxing	common.nouns	neutral	0	0.998	0.002
N-boyfriend	common.nouns	neutral	0	0.998	0.002
N-boyfriends	common.nouns	neutral	0.002	0.998	0
N-boys	common.nouns	neutral	0	0.998	0.002
N-bra	common.nouns	neutral	0.002	0.998	0
N-brand	common.nouns	neutral	0	0.998	0.002
N-breast	common.nouns	neutral	0	0.998	0.002
N-breathe	common.nouns	neutral	0.002	0.998	0
N-breeze	common.nouns	neutral	0	0.998	0.002
N-britains	common.nouns	neutral	0	0.998	0.002
N-british	common.nouns	neutral	0	0.998	0.002
N-bro	common.nouns	neutral	0	0.998	0.002
N-broadband	common.nouns	neutral	0.002	0.998	0
N-bronchitis	common.nouns	negative	0.999	0.001	0
N-bros	common.nouns	neutral	0.002	0.998	0
N-brothers	common.nouns	neutral	0	0.998	0.002
N-brownie	common.nouns	neutral	0	0.998	0.002
N-brownies	common.nouns	neutral	0	0.998	0.002
N-browser	common.nouns	neutral	0.002	0.998	0
N-brunch	common.nouns	neutral	0	0.998	0.002
N-bubbles	common.nouns	neutral	0	0.998	0.002
N-buck	common.nouns	neutral	0.001	0.998	0.001
N-bucks	common.nouns	neutral	0.002	0.998	0
N-buddies	common.nouns	neutral	0	0.998	0.002
N-budget	common.nouns	neutral	0.002	0.998	0
N-buds	common.nouns	neutral	0	0.998	0.002
N-bueno	common.nouns	negative	0.99	0.01	0
N-bugger	common.nouns	negative	0.999	0.001	0
N-bull	common.nouns	neutral	0	0.998	0.002
N-bulls	common.nouns	neutral	0.002	0.998	0
N-bump	common.nouns	neutral	0.002	0.998	0
N-bumper	common.nouns	neutral	0.002	0.998	0
N-bunnies	common.nouns	neutral	0.002	0.998	0
N-bunny	common.nouns	neutral	0.002	0.998	0
N-burger	common.nouns	neutral	0	0.998	0.002
N-burgers	common.nouns	neutral	0.002	0.998	0
N-burn	common.nouns	neutral	0.002	0.998	0
N-burrito	common.nouns	neutral	0.002	0.998	0
N-buses	common.nouns	neutral	0.002	0.998	0
N-bust	common.nouns	negative	0.999	0.001	0
N-butterflies	common.nouns	neutral	0	0.998	0.002
N-buttons	common.nouns	neutral	0.002	0.998	0
N-bye	common.nouns	negative	0.999	0.001	0
N-c	common.nouns	neutral	0	0.998	0.002
N-cable	common.nouns	negative	0.999	0.001	0
N-caffeine	common.nouns	neutral	0	0.998	0.002
N-cakes	common.nouns	neutral	0	0.998	0.002
N-calories	common.nouns	neutral	0	0.998	0.002
N-camera	common.nouns	neutral	0.002	0.998	0
N-cameras	common.nouns	neutral	0	0.998	0.002
N-camper	common.nouns	neutral	0.002	0.998	0
N-camping	common.nouns	neutral	0	0.998	0.002
N-candles	common.nouns	neutral	0	0.998	0.002
N-cans	common.nouns	neutral	0.002	0.998	0
N-cant	common.nouns	negative	0.999	0.001	0
N-cap	common.nouns	neutral	0.002	0.998	0
N-carbs	common.nouns	neutral	0.002	0.998	0
N-cardio	common.nouns	neutral	0.002	0.998	0
N-care	common.nouns	neutral	0	0.998	0.002
N-carnival	common.nouns	neutral	0	0.998	0.002
N-carpet	common.nouns	neutral	0.002	0.998	0
N-carrot	common.nouns	neutral	0	0.998	0.002
N-carrots	common.nouns	neutral	0	0.998	0.002
N-cars	common.nouns	neutral	0.002	0.998	0
N-cartoon	common.nouns	neutral	0	0.998	0.002
N-cartoons	common.nouns	neutral	0	0.998	0.002
N-cases	common.nouns	neutral	0.002	0.998	0
N-catch	common.nouns	neutral	0.002	0.998	0
N-cats	common.nouns	neutral	0.002	0.998	0
N-cause	common.nouns	neutral	0	0.998	0.002
N-cave	common.nouns	neutral	0	0.998	0.002
N-cavs	common.nouns	negative	0.999	0.001	0
N-cc	common.nouns	neutral	0.002	0.998	0
N-cd	common.nouns	neutral	0	0.998	0.002
N-cds	common.nouns	neutral	0.002	0.998	0
N-cedar	common.nouns	neutral	0	0.998	0.002
N-celeb	common.nouns	neutral	0.002	0.998	0
N-celebrities	common.nouns	neutral	0.002	0.998	0
N-celebrity	common.nouns	neutral	0	0.998	0.002
N-celebs	common.nouns	neutral	0	0.998	0.002
N-cellphone	common.nouns	neutral	0.002	0.998	0
N-cells	common.nouns	neutral	0.002	0.998	0
N-centre	common.nouns	neutral	0.002	0.998	0
N-cents	common.nouns	neutral	0.002	0.998	0
N-chai	common.nouns	neutral	0	0.998	0.002
N-chairs	common.nouns	neutral	0	0.998	0.002
N-champions	common.nouns	neutral	0	0.998	0.002
N-championship	common.nouns	neutral	0.002	0.998	0
N-champs	common.nouns	neutral	0	0.998	0.002
N-change	common.nouns	neutral	0	0.998	0.002
N-changes	common.nouns	neutral	0	0.998	0.002
N-channels	common.nouns	neutral	0.002	0.998	0
N-chapters	common.nouns	neutral	0.002	0.998	0
N-characters	common.nouns	neutral	0	0.998	0.002
N-chart	common.nouns	neutral	0	0.998	0.002
N-chats	common.nouns	neutral	0	0.998	0.002
N-cheerios	common.nouns	neutral	0	0.998	0.002
N-cheese	common.nouns	neutral	0	0.998	0.002
N-cheeseburger	common.nouns	neutral	0.002	0.998	0
N-chef	common.nouns	neutral	0	0.998	0.002
N-chem	common.nouns	neutral	0.002	0.998	0
N-cherries	common.nouns	neutral	0	0.998	0.002
N-chica	common.nouns	neutral	0	0.998	0.002
N-chick	common.nouns	neutral	0	0.998	0.002
N-chicken	common.nouns	neutral	0	0.998	0.002
N-chickens	common.nouns	neutral	0.002	0.998	0
N-chicks	common.nouns	neutral	0	0.998	0.002
N-children	common.nouns	neutral	0	0.998	0.002
N-chili	common.nouns	neutral	0	0.998	0.002
N-chill	common.nouns	neutral	0	0.998	0.002
N-chilli	common.nouns	neutral	0.002	0.998	0
N-chin	common.nouns	neutral	0.002	0.998	0
N-chinese	common.nouns	neutral	0.002	0.998	0
N-chips	common.nouns	neutral	0	0.998	0.002
N-choc	common.nouns	neutral	0	0.998	0.002
N-choco	common.nouns	neutral	0	0.998	0.002
N-chocolates	common.nouns	neutral	0	0.998	0.002
N-choices	common.nouns	neutral	0	0.998	0.002
N-chores	common.nouns	neutral	0.002	0.998	0
N-chrome	common.nouns	neutral	0.002	0.998	0
N-cigarettes	common.nouns	neutral	0.002	0.998	0
N-cinderella	common.nouns	neutral	0	0.998	0.002
N-circles	common.nouns	neutral	0.002	0.998	0
N-cities	common.nouns	neutral	0.002	0.998	0
N-classes	common.nouns	neutral	0.002	0.998	0
N-classmates	common.nouns	neutral	0.002	0.998	0
N-classroom	common.nouns	neutral	0.002	0.998	0
N-clients	common.nouns	neutral	0	0.998	0.002
N-clinic	common.nouns	neutral	0.002	0.998	0
N-clips	common.nouns	neutral	0	0.998	0.002
N-clock	common.nouns	neutral	0.002	0.998	0
N-cloud	common.nouns	neutral	0	0.998	0.002
N-clouds	common.nouns	neutral	0.002	0.998	0
N-clue	common.nouns	neutral	0	0.998	0.002
N-cmt	common.nouns	neutral	0.002	0.998	0
N-coach	common.nouns	neutral	0	0.998	0.002
N-coaching	common.nouns	neutral	0	0.998	0.002
N-cock	common.nouns	neutral	0.002	0.998	0
N-cocktails	common.nouns	neutral	0	0.998	0.002
N-coco	common.nouns	neutral	0.002	0.998	0
N-coconut	common.nouns	neutral	0	0.998	0.002
N-codes	common.nouns	neutral	0.002	0.998	0
N-coffe	common.nouns	neutral	0	0.998	0.002
N-coincidence	common.nouns	neutral	0	0.998	0.002
N-cola	common.nouns	neutral	0.002	0.998	0
N-colds	common.nouns	negative	0.999	0.001	0
N-colleagues	common.nouns	neutral	0.002	0.998	0
N-cologne	common.nouns	neutral	0.002	0.998	0
N-colour	common.nouns	neutral	0	0.998	0.002
N-colours	common.nouns	neutral	0	0.998	0.002
N-com	common.nouns	neutral	0	0.998	0.002
N-combo	common.nouns	neutral	0.001	0.998	0.001
N-comedy	common.nouns	neutral	0	0.998	0.002
N-comics	common.nouns	neutral	0	0.998	0.002
N-comm	common.nouns	neutral	0.002	0.998	0
N-comments	common.nouns	neutral	0	0.998	0.002
N-commercials	common.nouns	neutral	0.002	0.998	0
N-commission	common.nouns	neutral	0.002	0.998	0
N-communication	common.nouns	neutral	0.002	0.998	0
N-comp	common.nouns	neutral	0.002	0.998	0
N-companies	common.nouns	neutral	0.002	0.998	0
N-compliments	common.nouns	positive	0	0.001	0.999
N-computers	common.nouns	neutral	0.002	0.998	0
N-concept	common.nouns	neutral	0	0.998	0.002
N-concern	common.nouns	neutral	0	0.998	0.002
N-concerts	common.nouns	neutral	0.002	0.998	0
N-conditioner	common.nouns	neutral	0.002	0.998	0
N-conditioning	common.nouns	neutral	0.002	0.998	0
N-condo	common.nouns	neutral	0.002	0.998	0
N-conf	common.nouns	neutral	0	0.998	0.002
N-confirmation	common.nouns	neutral	0	0.998	0.002
N-connections	common.nouns	neutral	0	0.998	0.002
N-contacts	common.nouns	neutral	0.002	0.998	0
N-contest	common.nouns	neutral	0	0.998	0.002
N-controller	common.nouns	neutral	0.002	0.998	0
N-conversations	common.nouns	neutral	0	0.998	0.002
N-convo	common.nouns	neutral	0	0.998	0.002
N-convos	common.nouns	neutral	0	0.998	0.002
N-cookie	common.nouns	neutral	0	0.998	0.002
N-cookies	common.nouns	neutral	0	0.998	0.002
N-cookout	common.nouns	neutral	0	0.998	0.002
N-cop	common.nouns	neutral	0.002	0.998	0
N-copies	common.nouns	neutral	0	0.998	0.002
N-cops	common.nouns	neutral	0.002	0.998	0
N-costs	common.nouns	neutral	0.002	0.998	0
N-couch	common.nouns	neutral	0.002	0.998	0
N-countdown	common.nouns	neutral	0	0.998	0.002
N-countries	common.nouns	neutral	0.002	0.998	0
N-county	common.nouns	neutral	0.002	0.998	0
N-couples	common.nouns	neutral	0.002	0.998	0
N-course	common.nouns	neutral	0	0.998	0.002
